ID,_created_on,_last_updated_on,_revision,_partneruuid,ITEM_NAME,ITEM_DESCRIPTION,LISTING_ID,SELLER_SKU,PRICE,QUANTITY,OPEN_DATE,IMAGE_URL,ITEM_IS_MARKETPLACE,PRODUCT_ID_TYPE,ZSHOP_SHIPPING_FEE,ITEM_NOTE,ITEM_CONDITION,ZSHOP_CATEGORY1,ZSHOP_BROWSE_PATH,ZSHOP_STOREFRONT_FEATURE,ASIN1,ASIN2,ASIN3,WILL_SHIP_INTERNATIONALLY,EXPEDITED_SHIPPING,ZSHOP_BOLDFACE,PRODUCT_ID,BID_FOR_FEATURED_PLACEMENT,ADD_DELETE,PENDING_QUANTITY,FULFILLMENT_CHANNEL,MERCHANT_SHIPPING_GROUP,STATUS
1116,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,Ottogi Sesame Ramen,,0520YCLFETP,PR-OTG-RAM-SSME,0,0,2021-05-20T16:00:00+09:00,,,1,0,,11,0,0,0,B095JC6KSY,,,0,0,0,B095JC6KSY,0,0,0,DEFAULT,Migrated Template,Incomplete
1038,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Jin Ramen Veggie, Veggie Noodle Soup, Vegan Korean Style Instant Noodle (110g) - 8 Pack",,0607YED6L8J,FBA-OTG-RAM-JINVEGE-8PK-2,19.45,0,2021-06-07T16:00:00+09:00,,,3,0,,11,0,0,0,B096T6QYH8,,,0,0,0,850028858233,0,0,0,AMAZON_NA,Migrated Template,Active
1034,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] JIN RAMEN SPICY, KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Bowl Ramen, Best tasting ramyun, Traditional gourmet taste [6 BOWL] (110gX6)-1 BOX",,1213Z8X583U,FBA-OTG-RAM-JINSP-6BOWL-1BOX-2,24.99,0,2022-12-13T17:00:00+09:00,,,1,0,,11,0,0,0,B0BN4PP4DW,,,0,0,0,B0BN4PP4DW,0,0,0,AMAZON_NA,Migrated Template,Active
1079,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,Jin Ramen,,0205YUC9JOW,FBA-OTG-RAM-JINMD-4PK,12.09,0,2021-02-05T17:00:00+09:00,,,1,0,,11,0,0,0,B089P2FFWQ,,,0,0,0,B089P2FFWQ,0,0,0,AMAZON_NA,Migrated Template,Inactive
1089,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,Snack Ramen,,0211YBUALGA,FBA-OTG-RAM-SNCK-5PK,13.19,0,2021-02-11T17:00:00+09:00,,,1,0,,11,0,0,0,B07RWNZVP1,,,0,0,0,B07RWNZVP1,0,0,0,AMAZON_NA,Migrated Template,Inactive
1092,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,OTTOGI BIBIM CUPBAP,,0212YDNYNDP,FBA-OTG-RCE-BIBIMCUP-12PK,67.99,0,2021-02-12T17:00:00+09:00,,,1,0,,11,0,0,0,B08WJN5QLC,,,0,0,0,B08WJN5QLC,0,0,0,AMAZON_NA,Migrated Template,Inactive
1117,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] NOODLE TTEOK-BOKKI, Spicy Rice Cake, Korean Soul Food",,0324ZXTQ4MJ,PR-OTG-RCE-NTB,0,0,2022-03-24T16:00:00+09:00,,,1,0,,11,0,0,0,B09WH98LVH,,,0,0,0,B09WH98LVH,0,0,0,DEFAULT,Migrated Template,Incomplete
1107,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] SNACK RAMEN, KOREAN STYLE INSTANT NOODLE, Traditional Instant ramen, Thin Noodle and Mild Flavor",,0911YNTXAY5,PR-FBA-OTG-OTG-RAM-SNCK,0,0,2021-09-10T16:00:00+09:00,,,1,0,,11,0,0,0,B09FYPV4L3,,,0,0,0,B09FYPV4L3,0,0,0,DEFAULT,Migrated Template,Incomplete
1000,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] 3Min.Curry Sauce (MEDIUM), Ready in 3minutes (190g)- 3 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0227YP9A2FI,FBA-OTG-3MIN CURRYMED-3PK,12.84,0,2021-02-26T17:00:00+09:00,,,3,0,,11,0,0,0,B08XN4V4CM,,,0,0,0,850028858202,0,0,0,AMAZON_NA,Migrated Template,Active
1001,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] 3Min.Curry Sauce (MILD), Ready in 3minutes (190g)- 3 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0325Y3CBRV8,FBA-OTG-3MIN-CURRYMLD-3PK,14.29,0,2021-03-25T16:00:00+09:00,,,3,0,,11,0,0,0,B08XN1MSWW,,,0,0,0,850028858196,0,0,0,AMAZON_NA,Migrated Template,Active
1002,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] 3Min.Curry Sauce (SPICY), Ready in 3minutes (190g)- 3 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0325Y3DIDMH,FBA-OTG-3MIN-CURRYSPI-3PK,9.5,0,2021-03-25T16:00:00+09:00,,,3,0,,11,0,0,0,B08XN2GH61,,,0,0,0,850028858219,0,0,0,AMAZON_NA,Migrated Template,Active
1003,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] 3Min Black Bean Sauce, Ready in 3minutes (160g) - 3 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0227YP8S0BN,FBA-OTG-3MIN-JJANG-3PK,12.05,0,2021-02-26T17:00:00+09:00,,,3,0,,11,0,0,0,B08XN2S45Y,,,0,0,0,850028858226,0,0,0,AMAZON_NA,Migrated Template,Active
1004,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Korean Potato soup with Gnocchi, Potato Sujebi Kit 265g (265g)",Ottogi America with the exclusive knowledge and experience of Korean foods. The top priority is serving America with a diversity of Traditional High quality Korean food products. Ottogi brand which have been proven their #1 marketability and popularity from many other countries in Asian and Eastern Europe.,0927ZZOVMJ1,FBA-OTG-KIT-POJEBI-265G-1P,14.99,0,2022-09-27T16:00:00+09:00,,,4,0,,11,0,0,0,B0BGMGJ2ZD,,,0,0,0,8801045016559,0,0,0,AMAZON_NA,Migrated Template,Active
1005,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Korean Vermicelli Glass Noodle, Sweet Potato Noodles, 100% Sweet Potato Starch 17.63 Oz","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets. This item is produced by one of the OTTOGI factories in China with the genuine technology of OTTOGI Corporation, which is one of the biggest food companies in Korea. OTTOGI Corporation guarantees the quality of the product.",0205YU8PPAZ,FBA-OTG-NDLE-VER-500G,12.3,0,2021-02-05T17:00:00+09:00,,,1,0,,11,0,0,0,B00CR3ZN0U,,,0,0,0,B00CR3ZN0U,0,0,0,AMAZON_NA,Migrated Template,Active
1006,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Chinese Extra Wide Vermicelli, versatile glass noodles (300g)","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",1104YHEMWGG,FBA-OTG-NDLE-VER-EXWIDE-300G,8.77,0,2021-11-04T16:00:00+09:00,,,4,0,,11,0,0,0,B09L2M3HV8,,,0,0,0,8801045370224,0,0,0,AMAZON_NA,Migrated Template,Active
1007,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Wide Vermicelli, Versatile Glass Noodles (400g)","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",1104YHDJQTH,FBA-OTG-NDLE-VER-WIDE-400G,8.79,0,2021-11-04T16:00:00+09:00,,,1,0,,11,0,0,0,B01BZGS0YU,,,0,0,0,B01BZGS0YU,0,0,0,AMAZON_NA,Migrated Template,Active
1008,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,Premium Roasted Ottogi Sesame Oil (56 fl.oz.: 1650ml),,0204AOTXI56,FBA-OTG-OIL-SESAME-1650ML-1P,27.98,0,2023-02-03T17:00:00+09:00,,,1,0,,11,0,0,0,B01FY82IYS,,,0,0,0,B01FY82IYS,0,0,0,AMAZON_NA,Migrated Template,Active
1009,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Premium Roasted Sesame Oil, 100% Pure Sesame Oil, Tradtional Korean Style oil (10.82 fl oz. 320ml)","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets. This item is produced by one of the OTTOGI factories in China with the genuine technology of OTTOGI Corporation, which is one of the biggest food companies in Korea. OTTOGI Corporation guarantees the quality of the product.",0205YUD72UG,FBA-OTG-OIL-SESAME-320ML,12.89,0,2021-02-05T17:00:00+09:00,,,1,0,,11,0,0,0,B01MF9B0OV,,,0,0,0,B01MF9B0OV,0,0,0,AMAZON_NA,Migrated Template,Active
1010,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Premium Roasted Sesame Oil, 100% Pure sesame oil, Traditional Korean Style oil (16.90 fl oz. 500ml)","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets. This item is produced by one of the OTTOGI factories in China with the genuine technology of OTTOGI Corporation, which is one of the biggest food companies in Korea. OTTOGI Corporation guarantees the quality of the product.",0406YTC5PR2,FBA-OTG-OIL-SESAME-500ML-NEW,15.83,0,2021-04-06T16:00:00+09:00,,,1,0,,11,0,0,0,B01FO8O59E,,,0,0,0,B01FO8O59E,0,0,0,AMAZON_NA,Migrated Template,Active
1011,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Snack Ramen, KOREAN STYLE INSTANT NOODLE, Traditional Korean Instant Ramen, with Thin Noodle and Mild Flavor(108g) - 5 Pack…","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0328Z43TOBZ,FBA-OTG-OTG-RAM-SNCK-5PK-NEW,13.48,0,2022-03-28T16:00:00+09:00,,,3,0,,11,0,0,0,B00JMMS324,,,0,0,0,645175520757,0,0,0,AMAZON_NA,Migrated Template,Active
1012,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- Bulgogi Flavor (90g) - 24 Pack,"Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0212YDL2QD8,FBA-OTG-PSH-BUL-24PK,31.5,0,2021-02-12T17:00:00+09:00,,,1,0,,11,0,0,0,B088G2QTLM,,,0,0,0,B088G2QTLM,0,0,0,AMAZON_NA,Migrated Template,Active
1013,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- Grilled Chicken Flavor(90g) - 24 Pack,"Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0212YDJRYNJ,FBA-OTG-PSH-CHI-24PK,32.08,0,2021-02-12T17:00:00+09:00,,,1,0,,11,0,0,0,B089NZ28K9,,,0,0,0,B089NZ28K9,0,0,0,AMAZON_NA,Migrated Template,Active
1014,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- Spicy Rice Cake Flavor (90g) - 24 Pack,"Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0212YDYLVUH,FBA-OTG-PSH-RCE-24PK,30.87,0,2021-02-12T17:00:00+09:00,,,1,0,,11,0,0,0,B089P2MDG5,,,0,0,0,B089P2MDG5,0,0,0,AMAZON_NA,Migrated Template,Active
1015,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- 1 of each Bbq, Bulgogi, Grilled Chicken, Spicy Rice Cake Flavors Variety Pack (90g) - 4 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0227YPDBQMC,FBA-OTG-PSH-VARI-4PK,11.04,0,2021-02-26T17:00:00+09:00,,,3,0,,11,0,0,0,B08XN5J4XH,,,0,0,0,850028858097,0,0,0,AMAZON_NA,Migrated Template,Active
1088,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] SNACK RAMEN, KOREAN STYLE INSTANT NOODLE, Traditional Instant ramen, Thin Noodle and Mild Flavor (3.8oz) - 10 Pack…",Ottogi America with the exclusive knowledge and experience of Korean foods. The top priority is serving America with a diversity of Traditional High quality Korean food products. Ottogi brand which have been proven their #1 marketability and popularity from many other countries in Asian and Eastern Europe.,0420YN0N2WR,FBA-OTG-RAM-SNCK-10PK-2,21.99,0,2021-04-20T16:00:00+09:00,,,1,0,,11,0,0,0,B08Z2YG2C5,,,0,0,0,B08Z2YG2C5,0,0,0,AMAZON_NA,Migrated Template,Inactive
1016,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- 2 of each Bbq, Bulgogi, Grilled Chicken, Spicy Rice Cake Flavors Variety Pack (90g) - 8 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0227YPCY24E,FBA-OTG-PSH-VARI-8PK,15.2,0,2021-02-26T17:00:00+09:00,,,3,0,,11,0,0,0,B08XN4Z675,,,0,0,0,850028858103,0,0,0,AMAZON_NA,Migrated Template,Active
1017,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] BEIJING JJAJANG RAMEN, Stir Fried Black Bean Flavor, Korean style instant noodle, Jjajang Noodle, Jjajangmyeon, (135g)- 5 Pack","Ottogi America, Inc. was established in Los Angeles, California in May 2005 and has grown rapidly in US market with the exclusive knowledge and experience of Korean foods. The top priority of our mission is serving America with a diversity of high qualified Korean food products, such as Ottogi brands which have been proven their #1 marketability and popularity from many other countries in Asia and Eastern Europe. As the sole distributor of Ottogi Co. Ltd. in America, we continuously bring the last 50 years of Korean food history along with our mission into US and Canadian markets.",0820YECCIFW,FBA-OTG-RAM-BEI-JJNG-5PK,11.53,0,2021-08-20T16:00:00+09:00,,,1,0,,11,0,0,0,B00JMMKY2Q,,,0,0,0,B00JMMKY2Q,0,0,0,AMAZON_NA,Migrated Template,Active
1018,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Cheese Ramen, KOREAN STYLE INSTANT NOODLE, Rich flavor with savory cheese (111g) - 4 Pack",,0215AKY883Z,FBA-OTG-RAM-CHSE-4PK-NEW,11.88,0,2023-02-15T17:00:00+09:00,,,1,0,,11,0,0,0,B091X2QB7H,,,0,0,0,B091X2QB7H,0,0,0,AMAZON_NA,Migrated Template,Active
1019,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Cheese Cup Ramen, KOREAN STYLE INSTANT NOODLE, Rich savory cheese flavor ramen soup (62g) - 6 Pack",,0208A0QQGNH,FBA-OTG-RAM-CHSE-6CUP-1BOX,19.49,0,2023-02-08T17:00:00+09:00,,,3,0,,11,0,0,0,B0BV7L7PMG,,,0,0,0,850033465082,0,0,0,AMAZON_NA,Migrated Template,Active
1020,2023-03-07T03:58:59.467+09:00,2023-03-07T04:01:06.718+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,"[OTTOGI] Cheese Ramen, KOREAN STYLE INSTANT NOODLE, Rich flavor with savory cheese (111g) - 8 Pack",,0215AKZMYUW,FBA-OTG-RAM-CHSE-8PK,22.63,0,2023-02-15T17:00:00+09:00,,,3,0,,11,0,0,0,B08XN3CTFJ,,,0,0,0,850028858011,0,0,0,AMAZON_NA,Migrated Template,Active
